,Title,Abstract,Classes,Text
229,Comparing Filtering Techniques in Restaurant Recommendation System,"© 2018 IEEE.This paper studies the key analytics of the restaurant recommendation system, namely predicting restaurant satisfaction rating based on customer and restaurant characteristics. As food industry grows and offers more variety of restaurants, customers generally have difficulty discovering a restaurant that suits or satisfies them. This paper aims to predict restaurant satisfaction rating based on three methodologies: content-based filtering, collaborative filtering, and hybrid filtering. For content-based filtering, this paper proposes using regression to create a prediction model from customer and restaurant characteristics. For collaborative filtering, our proposed model employs a combination of cluster analysis, similarity test, and weighted sum in order to analyze factors that influence the satisfaction rating. Cluster analysis helps to reduce the impact of sparsity in collaborative filtering. Subsequently, hybrid filtering is proposed to combine the results from the two techniques above to generate the final rating. Our results have shown that hybrid filtering outperforms content-based filtering using regression model and collaborative filtering using cluster-based technique.","['CPE', 'EDU', 'MATH']",compare filter technique in restaurant recommendation system ieee this paper study the key analytic of the restaurant recommendation system namely predict restaurant satisfaction rating base on customer and restaurant characteristic as food industry grow and offer more variety of restaurant customer generally have difficulty discover a restaurant that suit or satisfy they this paper aim to predict restaurant satisfaction rating base on three methodology content base filter collaborative filtering and hybrid filtering for content base filter this paper propose use regression to create a prediction model from customer and restaurant characteristic for collaborative filtering our propose model employ a combination of cluster analysis similarity test and weight sum in order to analyze factor that influence the satisfaction rating cluster analysis help to reduce the impact of sparsity in collaborative filtering subsequently hybrid filtering be propose to combine the result from the two technique above to generate the final rating our result have show that hybrid filter outperform content base filtering use regression model and collaborative filtering use cluster base technique
230,STRUCTURAL MODELLING IN FINITE ELEMENT ANALYSIS OF DEEP EXCAVATION,"© 2019 Taiwan Geotechnical Society.Due to advancements in computation, most deep excavation projects are now designed based on the results of numerical analysis. However, designers are usually careless about structural modelling. This study presents the effect of structural modelling on wall deformations of deep excavation. A 3D finite element method was employed to model the problem, and a residential building project located in Bangkok was selected for the study. Structural models, including diaphragm wall, diagonal braces, and bored piles, were the focus of study, which indicates that the types of elements used to model the structure system significantly affect the finite element analysis result.","['CE', 'MATH']",structural modelling in finite element analysis of deep excavation taiwan geotechnical society due to advancement in computation most deep excavation project be now design base on the result of numerical analysis however designer be usually careless about structural modelling this study present the effect of structural modelling on wall deformation of deep excavation a d finite element method be employ to model the problem and a residential building project locate in bangkok be select for the study structural model include diaphragm wall diagonal brace and bored pile be the focus of study which indicate that the type of element use to model the structure system significantly affect the finite element analysis result
231,Innovative seawater uranium recovery agent based on low-cost polyacrylonitrile fibers,"© 2020 Elsevier LtdAn innovative seawater uranium adsorbent was prepared from the low-cost and commercially-available polyacrylonitrile (PAN) fibers. The optimum condition to synthesize the adsorbent was to irradiate the PAN fibers with 100 kGy gamma ray, amidoximate in 3 (w/v)% hydroxylamine hydrochloride solution for 75 min at 75 °C, yielding the PAN nitrile group conversion of approximately 60%. At 100 kGy, the degree of crystallinity of the irradiated fibers was also highest at 79.1%. The performances of the adsorbent in seawater samples were excellent. By submersion in the seawater sample spiked with 250 ppb of uranium for 4 weeks, the prepared fibers exhibited the adsorption capacity of 32.28 mg/g adsorbent. By submersion in seawater samples spiked with 76.5 ppm of uranium for 1 week and 945 ppm of uranium for up to 4 weeks, the fibers exhibited the adsorption capacities of 111.25 and 200.07 mg/g adsorbent, respectively. The adsorbent showed a uranium adsorption capacity of 0.11 mg/g adsorbent for 8 weeks of soaking in brine concentrate from a seawater reverse osmosis plant. The kinetics of seawater absorption by the adsorbent was quite rapid, reaching the equilibrium swelling ratio of approximately 300% in 5 min or less. Another important finding was that the prepared PAN fibers exhibit the characteristics of a superabsorbent material (equilibrium swelling ratio in DI water of 5,550%). The low cost and the ease of preparation of the fibers offer a novel environmental remediation process to adsorb uranium ions released into seawater following a nuclear accident.","['METAL', 'CHE', 'IE', 'MATSCI']",innovative seawater uranium recovery agent base on low cost polyacrylonitrile fiber elsevi ltdan innovative seawater uranium adsorbent be prepare from the low cost and commercially available polyacrylonitrile pan fiber the optimum condition to synthesize the adsorbent be to irradiate the pan fiber with kgy gamma ray amidoximate in w v hydroxylamine hydrochloride solution for min at c yield the pan nitrile group conversion of approximately at kgy the degree of crystallinity of the irradiate fiber be also high at the performance of the adsorbent in seawater sample be excellent by submersion in the seawater sample spike with ppb of uranium for week the prepared fiber exhibit the adsorption capacity of mg g adsorbent by submersion in seawater sample spike with ppm of uranium for week and ppm of uranium for up to week the fiber exhibit the adsorption capacity of and mg g adsorbent respectively the adsorbent show a uranium adsorption capacity of mg g adsorbent for week of soak in brine concentrate from a seawater reverse osmosis plant the kinetic of seawater absorption by the adsorbent be quite rapid reach the equilibrium swell ratio of approximately in min or less another important finding be that the prepared pan fiber exhibit the characteristic of a superabsorbent material equilibrium swell ratio in di water of the low cost and the ease of preparation of the fiber offer a novel environmental remediation process to adsorb uranium ion release into seawater follow a nuclear accident
232,Natural radioactivity concentration in traditional Thai herbal medicine,"© 2019 Published under licence by IOP Publishing Ltd.The aim of this study is to create a database of radioactivity concentration and annual effective dose of the naturally occurring radionuclides: 226Ra, 228Ra, 40K and 210Po in Thai medicinal herb plants. 99 types of popular Thai medicinal herb plants (total of 214 samples) such as Curcuma comosa Roxb., mucuna, white kwao krua, barbed grass, black galingale, lingzhi mushroom, Ginkgo biloba, jiaogulan, plu kaow, turmeric, ginger, safflower, moringa, gotu kola and garlic were randomly collected from drug stores and herbal fair. The activity concentration of 226Ra, 228Ra and 40K in all herb samples was determined by gamma-ray spectrometry while that of 210Po was determined by alpha spectrometry. The activity concentration was found to range from <0.20 to 89.92 Bq kg-1 for 226Ra, from <0.10 to 39.62 Bq kg-1 for 228Ra and from 4.83 to 2761.33 Bq kg-1 for 40K and from 0.32 to 47.13 Bq kg-1 for 210Po. The highest activities concentration of 226Ra, 228Ra, 40K and 210Po were found in the white kwao krua, jiaogulan, plu kaow and ginkgo, respectively. The average total annual effective dose due to ingestion of these herbal plants was assessed to range from 0.0001 to 0.0327 mSv y-1, with highest dose found in jiaogulan.","['ME', 'MATSCI']",natural radioactivity concentration in traditional thai herbal medicine publish under licence by iop publish ltd the aim of this study be to create a database of radioactivity concentration and annual effective dose of the naturally occur radionuclide ra ra k and po in thai medicinal herb plant type of popular thai medicinal herb plant total of sample such as curcuma comosa roxb mucuna white kwao krua barb grass black galingale lingzhi mushroom ginkgo biloba jiaogulan plu kaow turmeric ginger safflower moringa gotu kola and garlic be randomly collect from drug store and herbal fair the activity concentration of ra ra and k in all herb sample be determine by gamma ray spectrometry while that of po be determine by alpha spectrometry the activity concentration be find to range from to bq kg for ra from to bq kg for ra and from to bq kg for k and from to bq kg for po the high activity concentration of ra ra k and po be find in the white kwao krua jiaogulan plu kaow and ginkgo respectively the average total annual effective dose due to ingestion of these herbal plant be assess to range from to msv y with high dose find in jiaogulan
233,Lower bound limit analysis of an anisotropic undrained strength criterion using second-order cone programming,"Copyright © 2018 John Wiley & Sons, Ltd.In this paper, the formulation of the lower bound limit analysis of an anisotropic undrained strength criterion using second-order cone programming is described. The finite element concept was used to discretize the soil mass into 3-noded triangular elements. The stress field was modeled using a linear interpolation within the elements while stress discontinuities were permitted to occur at the shared edges of adjacent elements. An elliptical yield criterion was adopted to model the anisotropic undrained strength of the clay. A statically admissible stress field was defined by enforcing the equilibrium equations within all triangular elements and along all shared edges of adjacent elements, stress boundary conditions, and no stress violation of the anisotropic strength envelope cast in the form of a conic quadratic constraint. The lower bound solution of the proposed formulation was solved by second-order cone programming. The proposed formulation of the anisotropic undrained strength criterion was validated through comparison of the model's predictions with the known exact solutions of strip footings, and was applied to solve undrained stability of a shallow unlined square tunnel. Computational performance between the proposed approach of second-order cone programming and linear programming was examined and discussed.","['MATH', 'MATSCI']",lower bind limit analysis of an anisotropic undrained strength criterion use second order cone programming copyright john wiley sons ltd in this paper the formulation of the lower bind limit analysis of an anisotropic undrained strength criterion use second order cone programming be describe the finite element concept be use to discretize the soil mass into noded triangular element the stress field be model use a linear interpolation within the element while stress discontinuity be permit to occur at the share edge of adjacent element an elliptical yield criterion be adopt to model the anisotropic undrained strength of the clay a statically admissible stress field be define by enforce the equilibrium equation within all triangular element and along all share edge of adjacent element stress boundary condition and no stress violation of the anisotropic strength envelope cast in the form of a conic quadratic constraint the lower bind solution of the propose formulation be solve by second order cone program the propose formulation of the anisotropic undrained strength criterion be validate through comparison of the model s prediction with the know exact solution of strip footing and be apply to solve undrained stability of a shallow unlined square tunnel computational performance between the propose approach of second order cone programming and linear programming be examine and discuss
234,Investigation of the Morphology of InSb/InAs Quantum Nanostripe Grown by Molecular Beam Epitaxy,"© 2019 WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimThe dimensions and morphologies of quantum nanostructures are keys to controlling an operating wavelength to a desirable wavelength range due to the quantum effect. The dimension and morphology evolutions of InSb/InAs quantum nanostructures grown by molecular beam epitaxy with respect to the number of InSb monolayers (MLs) are investigated. The formation of the quantum nanostructures is dominated by lateral growth, in which the morphology is further elongated as the number of MLs is increased. Such an anisotropic growth is explained by the difference in the surface energy along each direction, which corresponds to different atomic arrangements in the crystalline structure of InSb. Cross-sectional transmission electron microscopic images show a reduction in the lateral dimension and an increase in the height of the embedded InSb quantum nanostructures when they are embedded in the InAs matrix. The results herein provide a means for obtaining the precise control over dimensions and morphologies of the InSb/InAs nanostructures, which is essential for extending the operating wavelength further into the mid-infrared region.","['EE', 'NANO', 'CHE', 'MATSCI']",investigation of the morphology of insb inas quantum nanostripe grow by molecular beam epitaxy wiley vch verlag gmbh co kgaa weinheimthe dimension and morphology of quantum nanostructure be key to control an operating wavelength to a desirable wavelength range due to the quantum effect the dimension and morphology evolution of insb inas quantum nanostructure grow by molecular beam epitaxy with respect to the number of insb monolayer mls be investigate the formation of the quantum nanostructure be dominate by lateral growth in which the morphology be far elongate as the number of mls be increase such an anisotropic growth be explain by the difference in the surface energy along each direction which correspond to different atomic arrangement in the crystalline structure of insb cross sectional transmission electron microscopic image show a reduction in the lateral dimension and an increase in the height of the embed insb quantum nanostructure when they be embed in the inas matrix the result herein provide a means for obtain the precise control over dimension and morphology of the insb inas nanostructure which be essential for extend the operating wavelength far into the mid infrared region
235,A review of feature extraction and performance evaluation in epileptic seizure detection using EEG,"© 2019 Elsevier LtdSince the manual detection of electrographic seizures in continuous electroencephalogram (EEG) monitoring is very time-consuming and requires a trained expert, attempts to develop automatic seizure detection are diverse and ongoing. Machine learning approaches are intensely being applied to this problem due to their ability to classify seizure conditions from a large amount of data, and provide pre-screened results for neurologists. Several features, data transformations, and classifiers have been explored to analyze and classify seizures via EEG signals. In the literature, some jointly-applied features used in the classification may have shared similar contributions, making them redundant in the learning process. Therefore, this paper aims to comprehensively summarize feature descriptions and their interpretations in characterizing epileptic seizures using EEG signals, as well as to review classification performance metrics. To provide meaningful information of feature selection, we conducted an experiment to examine the quality of each feature independently. The Bayesian error and non-parametric probability distribution estimation were employed to determine the significance of the individual features. Moreover, a redundancy analysis using a correlation-based feature selection was applied. The results showed that the following features – variance, energy, nonlinear energy, and Shannon entropy computed on a raw EEG signal, as well as variance, energy, kurtosis, and line length calculated on wavelet coefficients – were able to significantly capture the seizures. When compared with a baseline method of classifying all epochs as normal, an improvement of 4.77–13.51% in the Bayesian error was obtained.","['BME', 'EE', 'CHE', 'MATH']",a review of feature extraction and performance evaluation in epileptic seizure detection use eeg elsevi ltdsince the manual detection of electrographic seizure in continuous electroencephalogram eeg monitoring be very time consume and require a train expert attempt to develop automatic seizure detection be diverse and ongoing machine learning approach be intensely be apply to this problem due to their ability to classify seizure condition from a large amount of datum and provide pre screen result for neurologist several feature datum transformation and classifier have be explore to analyze and classify seizure via eeg signal in the literature some jointly apply feature use in the classification may have share similar contribution make they redundant in the learning process therefore this paper aim to comprehensively summarize feature description and their interpretation in characterize epileptic seizure use eeg signal as well as to review classification performance metric to provide meaningful information of feature selection we conduct an experiment to examine the quality of each feature independently the bayesian error and non parametric probability distribution estimation be employ to determine the significance of the individual feature moreover a redundancy analysis use a correlation base feature selection be apply the result show that the follow features variance energy nonlinear energy and shannon entropy compute on a raw eeg signal as well as variance energy kurtosis and line length calculate on wavelet coefficient be able to significantly capture the seizure when compare with a baseline method of classify all epoch as normal an improvement of in the bayesian error be obtain
236,Antral contraction rate estimation from dynamic antral scintigraphy using Hilbert-Huang transform,"© 2019 Elsevier LtdConventional analysis of the gastric antral contraction rate (ACR) utilizes the Fourier transform (FT) which does not effectively capture the non-stationary property of dynamic antral scintigraphy (DAS). In this study, we showed that application of Hilbert-Huang transform (HHT) on DAS yielded better estimates of ACR. Specifically, the time activity curves were extracted from the DAS data of 18 healthy volunteers and subjected to FT and HHT analyses. Comparison of the mean, standard deviation (SD), and root mean square error (RMSE) of ACR estimated by both methods showed that the proposed HHT method yielded significantly smaller SD (p<0.00001), smaller relative SD (13.3% versus 53.7%) and RMSE (0.72 cpm versus 1.59 cpm). Moreover, the HHT method also achieved lower relative SD of the frequency values from the intrinsic mode functions. Overall results indicated that the HHT method outperformed the conventional FT method in estimating the ACR from DAS. We anticipate that our approach will lead to development of effective noninvasive diagnoses of gastrointestinal tract diseases using DAS.","['BME', 'EE', 'MATH']",antral contraction rate estimation from dynamic antral scintigraphy use hilbert huang transform elsevi ltdconventional analysis of the gastric antral contraction rate acr utilize the fouri transform ft which do not effectively capture the non stationary property of dynamic antral scintigraphy da in this study we show that application of hilbert huang transform hht on das yield well estimate of acr specifically the time activity curve be extract from the das datum of healthy volunteer and subject to ft and hht analyse comparison of the mean standard deviation sd and root mean square error rmse of acr estimate by both method show that the propose hht method yield significantly small sd p small relative sd versus and rmse cpm versus cpm moreover the hht method also achieve low relative sd of the frequency value from the intrinsic mode function overall result indicate that the hht method outperform the conventional ft method in estimate the acr from das we anticipate that our approach will lead to development of effective noninvasive diagnosis of gastrointestinal tract disease use das
237,Molecular Beam Epitaxial Growth of InSb and AlSb Heterostructure on InSb Substrates,© 2019 IEEE.Surface morphology of epitaxial InSb and AISb layers grown on (001) InSb substrate is reported. The growth is done by molecular beam epitaxy. Attempt to realize planar crystalline InSb layer is made. Preliminary promising results are obtained with in-situ reflection high electron energy diffraction and atomic force microscopy observations.,"['EE', 'OPTIC', 'CHE', 'MATSCI']",molecular beam epitaxial growth of insb and alsb heterostructure on insb substrate ieee surface morphology of epitaxial insb and aisb layer grow on insb substrate be report the growth be do by molecular beam epitaxy attempt to realize planar crystalline insb layer be make preliminary promising result be obtain with in situ reflection high electron energy diffraction and atomic force microscopy observation
238,Metal Artifact Reduction by Mapping MR into CT Information,"© 2018 IEEE.One of the fundamental noise in Computed Tomography (CT) imaging is metal artifact. The artifact leads to the information loss. Magnetic Resonance (MR) imaging is not affected by this artifact. In this paper, we propose using the information from MR images to reproduces the information lost due to dental filling in CT images. First, we register the CT and MR images of the same patient. Then, we classify the skull into 3 regions: teeth, tissue near the teeth and others. For teeth and tissue near the teeth, we develop the mapping function between the intensity in the MR image to the mean intensity in the CT image. The pixels corrupted by the metal artifact are detected and their intensity are changed according to the mapping function with its MR intensity as the input. The proposed method significantly removed metal artifacts and could be used to improve the diagnosis and planning accuracy.","['CE', 'BME', 'EE', 'CPE', 'OPTIC']",metal artifact reduction by map mr into ct information ieee one of the fundamental noise in compute tomography ct imaging be metal artifact the artifact lead to the information loss magnetic resonance mr imaging be not affect by this artifact in this paper we propose use the information from mr image to reproduce the information lose due to dental filling in ct image first we register the ct and mr image of the same patient then we classify the skull into region tooth tissue near the tooth and other for tooth and tissue near the tooth we develop the mapping function between the intensity in the mr image to the mean intensity in the ct image the pixel corrupt by the metal artifact be detect and their intensity be change accord to the mapping function with its mr intensity as the input the propose method significantly remove metal artifact and could be use to improve the diagnosis and planning accuracy
239,Bio-based production of carbon nanotubes via co-pyrolysis of eucalyptus oil and ferrocene,"© 2021To comply with the sustainable development goals (SDGs), bio-based production of carbon nanotubes (CNTs) was investigated using co-pyrolysis of eucalyptus oil and ferrocene instead of non-valorizable petroleum-based hydrocarbons. Attributed to high carbon content of eucalyptus oil, CNTs with substantial yield could be produced within a pyrolyzing temperature (Tp) range of 800−900 °C and different molar ratios of eucalyptus oil to ferrocene (Rof) including 1:1, 2:1 and 3:1. Typical FESEM analyses of as-produced CNTs revealed that CNTs with agglomeration of amorphous carbon could be produced at low Tp and low Rof. Meanwhile higher Tp and Rof could provide CNTs with lower content of amorphous carbon. TGA analyses could confirm the superior thermal stability of the resultant CNTs which were produced at high Tp and Rof. The highest CNT yield of about 45 % was obtained at Tp of 850 °C and Rof of 1:1. It could be confirmed that Tp of 900 °C and Rof of 3:1 was the optimal condition for production of high quality CNTs from valorizable eucalyptus oil.","['ME', 'NANO', 'CHE', 'MATSCI']",bio base production of carbon nanotube via co pyrolysis of eucalyptus oil and ferrocene to comply with the sustainable development goal sdgs bio base production of carbon nanotube cnt be investigate use co pyrolysis of eucalyptus oil and ferrocene instead of non valorizable petroleum base hydrocarbon attribute to high carbon content of eucalyptus oil cnt with substantial yield could be produce within a pyrolyze temperature tp range of c and different molar ratio of eucalyptus oil to ferrocene rof include and typical fesem analysis of as produce cnt reveal that cnt with agglomeration of amorphous carbon could be produce at low tp and low rof meanwhile high tp and rof could provide cnt with low content of amorphous carbon tga analysis could confirm the superior thermal stability of the resultant cnt which be produce at high tp and rof the high cnt yield of about be obtain at tp of c and rof of it could be confirm that tp of c and rof of be the optimal condition for production of high quality cnt from valorizable eucalyptus oil
240,A Control Methodology of Inverter-Based Battery Energy Storage System for AC Microgrid,"© 2019 IEEE.Control Methodology of inverter-based Battery Energy Storage System (BESS) is a key issue for the operation of AC microgird. In this paper, the voltage-mode control of inverter is considered and the control scheme of inverter for BESS is presented. Virtual synchronous generator is a core function and the frequency droop control and Automatic Voltage Regulator (AVR) form the outer cascade loops. The resynchronization of microgrid is rigorously studied, the concept of vector Phase-Locked-Loop (PLL) is adopted and formed as the outside cascade loop. Simulation is conducted by a pilot-site microgird at Mae Hong Son, Thailand, where a 4 MW/1 MWh BESS is designed. During the grid-connected mode, the default function of BESS is spinning reserve operation, while BESS can help forming the grid throughout the islanding mode. In addition, the proposed control technique of BESS can make the transition between grid-connected and islanding modes seamlessly.","['EE', 'CPE', 'MATENG']",a control methodology of inverter base battery energy storage system for ac microgrid ieee control methodology of inverter base battery energy storage system bess be a key issue for the operation of ac microgird in this paper the voltage mode control of inverter be consider and the control scheme of inverter for bess be present virtual synchronous generator be a core function and the frequency droop control and automatic voltage regulator avr form the outer cascade loop the resynchronization of microgrid be rigorously study the concept of vector phase lock loop pll be adopt and form as the outside cascade loop simulation be conduct by a pilot site microgird at mae hong son thailand where a mw mwh bess be design during the grid connect mode the default function of bess be spin reserve operation while bess can help form the grid throughout the islanding mode in addition the propose control technique of bess can make the transition between grid connect and islande mode seamlessly
241,Identification of zinc-ion battery via equivalent circuit model,"© 2019 IEEE.It is notable that zinc-ion batteries (ZIBs) show an up-and-coming trend to replace Li-ion batteries (LIBs) in the future. As yet, no intensive study has provided measurable recognition of this trend. Nevertheless, the present work sets out to find a prototype to validate the above trend towards the use of zinc-ion batteries. To this end, both the traditional equivalentcircuit model (ECM) combined with the recursive least squares (RLS) method were employed to identify such a model. Hence, the model was obtained via hybrid pulse power characterization test on a laboratory-scale battery. Results demonstrated excellent compatibility of this strategy to the dynamics of the ZIB. This can lead, therefore, to efficient battery-state prediction. The strategy can also benefit battery management system (BMS) development.","['METAL', 'EE', 'CPE', 'MATH']",identification of zinc ion battery via equivalent circuit model ieee it be notable that zinc ion battery zib show an up and come trend to replace li ion battery lib in the future as yet no intensive study have provide measurable recognition of this trend nevertheless the present work set out to find a prototype to validate the above trend towards the use of zinc ion battery to this end both the traditional equivalentcircuit model ecm combine with the recursive least square rls method be employ to identify such a model hence the model be obtain via hybrid pulse power characterization test on a laboratory scale battery result demonstrate excellent compatibility of this strategy to the dynamic of the zib this can lead therefore to efficient battery state prediction the strategy can also benefit battery management system bms development
242,Parametric study of hydrogen production via sorption enhanced steam methane reforming in a circulating fluidized bed riser,"© 2018 Elsevier LtdComputational fluid dynamics was applied for sorption enhanced steam methane reforming (SESMR) operating in a circulating fluidized bed (CFB) riser. The solid mixtures consisted of Ni-based catalyst and CaO sorbent. The aim of study was to design a proper pilot-scale CFB riser which produced hydrogen (H2) with both high purity and high flux. The design parameters and the reaction parameters were examined with 2k full factorial design. The significances of each parameter were analyzed by analysis of variance. Using the optimum result, the highest H2 purity reached 98.58% in dry basis accompanied with the highest H2 flux of 0.301 kg/m2 s. The hydrodynamics of this optimum case showed that SESMR was nearly completed since 5.0 m height because axial and radial distributions of solid were well developed without excessive segregation between catalyst and sorbent. Thus, the H2 purity and the H2 flux approached fully developed within the riser height.","['PE', 'CPE', 'CHE']",parametric study of hydrogen production via sorption enhance steam methane reform in a circulate fluidize bed riser elsevi ltdcomputational fluid dynamic be apply for sorption enhance steam methane reform sesmr operate in a circulate fluidize bed cfb riser the solid mixture consist of ni base catalyst and cao sorbent the aim of study be to design a proper pilot scale cfb riser which produce hydrogen h with both high purity and high flux the design parameter and the reaction parameter be examine with k full factorial design the significance of each parameter be analyze by analysis of variance use the optimum result the high h purity reach in dry basis accompany with the high h flux of kg m s the hydrodynamic of this optimum case show that sesmr be nearly complete since m height because axial and radial distribution of solid be well develop without excessive segregation between catalyst and sorbent thus the h purity and the h flux approach fully develop within the riser height
243,Food Image Categorization Using Attentional Bilinear Model,"© 2019 IEEE.Nowadays, many food images are posted on various social network platforms without identification labels. An automatic food categorization application would greatly help to identify and classify food categories. Food categorization is a complex problem since the number of category types can be more than one hundred. Many kinds of food are similar with only subtle differences in taste and presentation and this can lead to a problem called 'finegrained issue'. Recently, a bilinear model was employed which showed good accuracy and generated excessive features to capture details among different food categories, albeit with limited performance. Diverse food categories require disparate sets of features. Here, an attention mechanism was applied to capture suitable features and specifically identify each food category. Furthermore, the performance of a bilinear backbone was also enhanced by applying Inception in correlation with Inception-ResNet-v2 and Inception-v3 networks. The experiment was conducted on the Wongnai dataset containing various images that were separated into 83 classes. Results showed that our attentional model outperformed the traditional bilinear model, with an average of 16% improvement showing 3% and 44% as min-max performance values, respectively.",['AGRI'],food image categorization use attentional bilinear model ieee nowadays many food image be post on various social network platform without identification label an automatic food categorization application would greatly help to identify and classify food category food categorization be a complex problem since the number of category type can be more than one hundred many kind of food be similar with only subtle difference in taste and presentation and this can lead to a problem call finegraine issue recently a bilinear model be employ which show good accuracy and generate excessive feature to capture detail among different food category albeit with limited performance diverse food category require disparate set of feature here an attention mechanism be apply to capture suitable feature and specifically identify each food category furthermore the performance of a bilinear backbone be also enhance by apply inception in correlation with inception resnet v and inception v network the experiment be conduct on the wongnai dataset contain various image that be separate into class result show that our attentional model outperform the traditional bilinear model with an average of improvement showing and as min max performance value respectively
244,Transportation of part supply improvement in agricultural machinery assembly plant,"© Published under licence by IOP Publishing Ltd.This research focused on the problem caused by the transportation of part supply in agricultural machinery assembly plant in Thailand, which is one of the processes that are critical to the whole production process. If poorly managed, it will affect transportation of part supply, the emergence of sink cost, quality problems, and the ability to respond to the needs of the customers in time. Since the competition in the agricultural machinery market is more intense, the efficiency of part transportation process has to be improved. In this study, the process of transporting parts of the plant was studied and it was found that the efficiency of the process of transporting parts from the sub assembly line to its main assembly line was 83%. The approach to the performance improvement is done by using the Lean tool to limit wastes based on the ECRS principle and applying pull production system by changing the transportation method to operate as milkrun for transportation of parts to synchronize with the part demands of the main assembly line. After the transportation of parts from sub-Assembly line to the main assembly line was improved, the efficiency raised to 98% and transportation process cost was saved to 540,000 Baht per year.","['ME', 'AGRI', 'IE']",transportation of part supply improvement in agricultural machinery assembly plant publish under licence by iop publish ltd this research focus on the problem cause by the transportation of part supply in agricultural machinery assembly plant in thailand which be one of the process that be critical to the whole production process if poorly manage it will affect transportation of part supply the emergence of sink cost quality problem and the ability to respond to the need of the customer in time since the competition in the agricultural machinery market be more intense the efficiency of part transportation process have to be improve in this study the process of transport part of the plant be study and it be find that the efficiency of the process of transport part from the sub assembly line to its main assembly line be the approach to the performance improvement be do by use the lean tool to limit waste base on the ecrs principle and apply pull production system by change the transportation method to operate as milkrun for transportation of part to synchronize with the part demand of the main assembly line after the transportation of part from sub assembly line to the main assembly line be improve the efficiency raise to and transportation process cost be save to baht per year
245,Measurement of ballistic impact performance of fiber reinforced polybenzoxazine/polyurethane composites,"© 2018 Elsevier LtdThe objective of this study is to measure impact performance of the composite based on glass and aramid fiber reinforced polybenzoxazine/polyurethane composites. Experimental panels were manufactured from E and S glass fiber reinforced polybenzoxazine backed by aramid fiber reinforced 80/20 polybenzoxazine/polyurethane and subjected to 7.62 × 51 mm at a velocity of 847 ± 9.1 m/s. Bases on test results the specimens did not have any perforation. Comparing the same number of ply, cone deformation on the last panel of S glass composite was significantly lower than that of specimen manufactured using E-glass composite. Such panels were tested for their resistance and the specimens completely resisted the penetration of projectiles for six shots. The numerical study of ballistic impact was undertaken to predict the ballistic limit velocity of the samples in which the value was measured to be 930 m/s. Results determined in this work indicated that such panels have an excellent ballistic characteristics to be used as raw material to manufacture body armor.","['CE', 'MATENG', 'MATH', 'MATSCI']",measurement of ballistic impact performance of fiber reinforce polybenzoxazine polyurethane composite elsevi ltdthe objective of this study be to measure impact performance of the composite base on glass and aramid fiber reinforce polybenzoxazine polyurethane composite experimental panel be manufacture from e and s glass fiber reinforce polybenzoxazine back by aramid fiber reinforce polybenzoxazine polyurethane and subject to mm at a velocity of m s basis on test result the specimen do not have any perforation compare the same number of ply cone deformation on the last panel of s glass composite be significantly low than that of speciman manufacture use e glass composite such panel be test for their resistance and the specimen completely resist the penetration of projectile for six shot the numerical study of ballistic impact be undertake to predict the ballistic limit velocity of the sample in which the value be measure to be m s result determine in this work indicate that such panel have an excellent ballistic characteristic to be use as raw material to manufacture body armor
246,Semantic segmentation on remotely sensed images using an enhanced global convolutional network with channel attention and domain specific transfer learning,"© 2019 by the authors.In the remote sensing domain, it is crucial to complete semantic segmentation on the raster images, e.g., river, building, forest, etc., on raster images. A deep convolutional encoder-decoder (DCED) network is the state-of-the-art semantic segmentation method for remotely sensed images. However, the accuracy is still limited, since the network is not designed for remotely sensed images and the training data in this domain is deficient. In this paper, we aim to propose a novel CNN for semantic segmentation particularly for remote sensing corpora with three main contributions. First, we propose applying a recent CNN called a global convolutional network (GCN), since it can capture different resolutions by extracting multi-scale features from different stages of the network. Additionally, we further enhance the network by improving its backbone using larger numbers of layers, which is suitable for medium resolution remotely sensed images. Second, ""channel attention"" is presented in our network in order to select the most discriminative filters (features). Third, ""domain-specific transfer learning"" is introduced to alleviate the scarcity issue by utilizing other remotely sensed corpora with different resolutions as pre-trained data. The experiment was then conducted on two given datasets: (i) medium resolution data collected from Landsat-8 satellite and (ii) very high resolution data called the ISPRS Vaihingen Challenge Dataset. The results show that our networks outperformed DCED in terms of F1 for 17.48% and 2.49% on medium and very high resolution corpora, respectively.","['EE', 'CPE', 'EDU']",semantic segmentation on remotely sense image use an enhance global convolutional network with channel attention and domain specific transfer learn by the author in the remote sensing domain it be crucial to complete semantic segmentation on the raster image e g river building forest etc on raster image a deep convolutional encoder decoder dce network be the state of the art semantic segmentation method for remotely sense image however the accuracy be still limit since the network be not design for remotely sense image and the training datum in this domain be deficient in this paper we aim to propose a novel cnn for semantic segmentation particularly for remote sense corpora with three main contribution first we propose apply a recent cnn call a global convolutional network gcn since it can capture different resolution by extract multi scale feature from different stage of the network additionally we far enhance the network by improve its backbone use large number of layer which be suitable for medium resolution remotely sense image second channel attention be present in our network in order to select the most discriminative filter feature third domain specific transfer learning be introduce to alleviate the scarcity issue by utilize other remotely sense corpora with different resolution as pre train datum the experiment be then conduct on two give dataset I medium resolution datum collect from landsat satellite and ii very high resolution datum call the isprs vaihingen challenge dataset the result show that our network outperform dce in term of f for and on medium and very high resolution corpora respectively
